Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
5298,female,group A,bachelor degree,free/reduced,FALSE,9.6,6,42,65,66,public,TRUE
5299,male,group C,some college,standard,FALSE,,7.9,67,67,74,public,TRUE
5300,female,group D,some college,standard,FALSE,9.1,6.5,83,88,76,private,FALSE
5301,female,group D,some college,standard,TRUE,16,7.4,59,,54,public,TRUE
5302,female,group A,,standard,FALSE,9.8,8.2,70,69,,public,TRUE
5303,female,group C,high school,free/reduced,FALSE,15.1,6.8,85,81,45,public,TRUE
5304,male,group A,high school,free/reduced,FALSE,6.7,,55,81,84,public,TRUE
5305,female,group C,some college,standard,TRUE,4.4,3.6,50,78,72,public,FALSE
5306,male,group B,associate degree,standard,FALSE,0.5,8.2,92,69,90,private,FALSE
5307,male,group D,high school,standard,FALSE,11.3,4,61,79,63,public,TRUE
5308,female,group B,master degree,standard,FALSE,11.3,7.2,75,91,70,public,TRUE
5309,male,group C,high school,standard,FALSE,14.8,8.5,67,60,80,public,TRUE
5310,male,group B,associate degree,free/reduced,FALSE,11.7,,75,79,78,public,TRUE
5311,female,group C,high school,free/reduced,TRUE,3.1,8,80,76,71,public,TRUE
5312,male,group C,some college,standard,TRUE,10.7,7.6,46,85,48,public,TRUE
5313,female,group B,associate degree,standard,FALSE,22.8,10.6,81,50,46,private,TRUE
5314,female,group A,associate degree,free/reduced,TRUE,9.6,7.6,57,64,62,public,TRUE
5315,male,group B,high school,standard,FALSE,9.2,7.9,62,64,72,public,TRUE
5316,male,group C,master degree,standard,FALSE,7.5,4.6,79,72,78,private,FALSE
5317,male,group C,bachelor degree,,FALSE,6.6,7.8,71,56,58,public,TRUE
5318,female,group B,,free/reduced,FALSE,0,8.5,36,56,58,private,TRUE
5319,male,group E,some college,free/reduced,TRUE,13.3,7.7,69,80,68,public,TRUE
5320,female,group D,bachelor degree,standard,FALSE,,,100,84,95,private,TRUE
5321,male,group E,some college,standard,TRUE,9,10.2,60,64,85,private,TRUE
5322,male,group C,some college,standard,FALSE,5.5,8.5,76,82,,public,TRUE
5323,male,group B,some college,standard,FALSE,12.4,7.3,44,80,91,private,TRUE
5324,male,group C,high school,free/reduced,FALSE,11.9,,88,55,68,international,TRUE
5325,female,group B,some college,free/reduced,FALSE,10.7,5.1,51,95,60,public,TRUE
5326,female,group B,bachelor degree,free/reduced,FALSE,9.2,7.1,65,60,81,public,TRUE
5327,female,group A,associate degree,standard,TRUE,7,6.4,91,55,62,public,TRUE
5328,female,group D,high school,standard,FALSE,14.6,5,68,49,,private,TRUE
5329,female,group D,associate degree,standard,FALSE,13.3,9.3,75,49,80,public,TRUE
5330,male,group C,bachelor degree,standard,FALSE,17.3,7.4,60,73,52,public,FALSE
5331,male,group E,bachelor degree,standard,TRUE,15.8,7.7,79,78,59,public,FALSE
5332,female,group B,,standard,TRUE,10.4,6.7,76,99,75,public,TRUE
5333,female,group B,high school,standard,TRUE,11,8.4,60,43,79,public,TRUE
5334,female,group E,,standard,FALSE,14.6,7.7,91,42,,international,FALSE
5335,male,group A,,standard,TRUE,0,9,43,65,52,public,
5336,male,group E,associate degree,standard,FALSE,14.2,8.7,86,62,55,public,TRUE
5337,male,group D,master degree,standard,FALSE,12.4,7.1,81,,58,private,FALSE
5338,female,group A,high school,standard,FALSE,10.6,7.9,88,73,81,private,TRUE
5339,male,group C,some college,standard,FALSE,6.1,6.5,63,100,86,public,TRUE
5340,male,group B,bachelor degree,standard,FALSE,21.7,9.6,40,73,66,public,TRUE
5341,female,group A,associate degree,standard,TRUE,2.7,,65,68,80,public,TRUE
5342,female,group A,,standard,FALSE,13.3,10.2,64,57,77,public,TRUE
5343,female,group C,,standard,FALSE,6.1,5.8,52,57,83,private,TRUE
5344,female,group C,associate degree,standard,FALSE,9.6,7.6,90,100,82,public,
5345,female,group C,,standard,TRUE,12.8,7.8,68,,63,public,FALSE
5346,female,group B,bachelor degree,standard,FALSE,10.4,7.3,60,,81,public,TRUE
5347,male,group E,some college,standard,TRUE,3.6,6.7,38,60,61,public,TRUE
5348,male,group B,,standard,FALSE,7.5,6.7,73,55,65,private,TRUE
5349,female,group C,master degree,standard,TRUE,12.6,7.1,81,44,71,public,TRUE
5350,male,group C,some college,,FALSE,14.4,8.6,82,68,63,public,TRUE
5351,male,group C,associate degree,standard,FALSE,3.8,9.2,67,74,49,public,TRUE
5352,male,group E,high school,standard,FALSE,10.6,4.9,58,71,100,public,FALSE
5353,female,group D,high school,standard,TRUE,8.4,8.9,71,64,89,public,TRUE
5354,male,group C,bachelor degree,standard,TRUE,17.8,8,69,77,62,public,TRUE
5355,male,group C,,standard,FALSE,8.9,8.8,67,88,72,public,TRUE
5356,male,group A,,free/reduced,FALSE,6.5,5.7,85,71,85,public,TRUE
5357,female,group D,associate degree,standard,TRUE,9.6,8.9,46,82,77,public,TRUE
5358,female,group C,,free/reduced,FALSE,13.2,9,73,69,71,public,TRUE
5359,female,group B,master degree,free/reduced,FALSE,6.7,6.1,68,83,78,public,TRUE
5360,female,group A,high school,standard,TRUE,6.8,5.8,77,72,72,public,TRUE
5361,female,group E,associate degree,standard,TRUE,,9,37,61,69,public,TRUE
5362,female,group C,some college,free/reduced,FALSE,,7.8,51,,100,public,TRUE
5363,male,group E,,standard,TRUE,9.4,,55,80,48,public,TRUE
5364,female,group C,associate degree,standard,FALSE,10.2,7.4,60,82,81,public,TRUE
5365,male,group E,associate degree,standard,TRUE,11.7,10,55,76,85,public,TRUE
5366,female,group C,master degree,standard,TRUE,11.4,7.4,63,83,82,public,TRUE
5367,male,group C,high school,standard,TRUE,3.1,7.1,71,78,66,international,TRUE
5368,male,group A,bachelor degree,standard,TRUE,13.9,6.3,47,74,94,international,
5369,male,group A,high school,standard,FALSE,10.1,7.8,71,62,71,public,TRUE
5370,male,group B,associate degree,standard,FALSE,11.6,7.1,49,63,51,public,FALSE
5371,male,group C,associate degree,standard,FALSE,5,5.7,80,80,76,public,TRUE
5372,female,group D,,standard,FALSE,14.3,7.1,59,34,94,public,TRUE
5373,female,group D,master degree,free/reduced,TRUE,14.1,5.1,77,69,69,public,TRUE
5374,female,group E,high school,standard,TRUE,5.7,8.5,71,75,56,public,TRUE
5375,male,group B,some college,free/reduced,TRUE,0,7.7,63,100,78,public,TRUE
5376,male,group C,master degree,standard,FALSE,13.4,7,79,55,72,private,FALSE
5377,male,group D,associate degree,standard,FALSE,6.4,5.2,49,73,70,public,TRUE
5378,male,group B,high school,standard,FALSE,6.6,,50,48,68,international,FALSE
5379,female,group B,associate degree,standard,FALSE,8.2,4.9,36,50,60,public,FALSE
5380,female,group C,associate degree,standard,FALSE,12.6,5.7,85,67,59,public,TRUE
5381,female,group B,bachelor degree,standard,FALSE,3.8,5.2,60,61,83,public,TRUE
5382,female,group D,some college,standard,FALSE,,6.2,71,100,73,private,TRUE
5383,male,group A,bachelor degree,free/reduced,TRUE,2.4,8.8,82,56,,international,TRUE
5384,female,group B,some college,free/reduced,TRUE,10.5,7.3,61,46,49,public,TRUE
5385,female,group D,associate degree,free/reduced,FALSE,,6.7,46,68,52,public,TRUE
5386,female,group B,high school,free/reduced,TRUE,1,6.2,90,58,56,public,TRUE
5387,female,group D,high school,standard,FALSE,4.4,7.4,76,78,62,international,TRUE
5388,male,group C,bachelor degree,free/reduced,TRUE,11,10.3,79,93,74,public,TRUE
5389,male,group B,,standard,TRUE,4.8,8,60,54,68,public,TRUE
5390,female,group B,some college,free/reduced,TRUE,9.1,4.7,77,65,73,public,TRUE
5391,female,group E,high school,standard,FALSE,13.8,6.3,28,59,54,public,
5392,male,group E,,standard,TRUE,13.1,,70,74,54,public,
5393,male,group A,associate degree,standard,TRUE,12.4,8.2,68,97,84,public,TRUE
5394,male,group E,high school,standard,TRUE,12.7,9,53,70,76,public,TRUE
5395,male,group B,,standard,TRUE,7.8,8.7,57,67,100,public,TRUE
5396,male,group B,some college,free/reduced,TRUE,10.7,7.5,84,77,,public,TRUE
5397,female,group A,,free/reduced,FALSE,8.6,5.5,60,80,70,public,TRUE
5398,female,group C,high school,standard,FALSE,15.3,5.3,62,71,68,international,TRUE
5399,female,group E,high school,standard,TRUE,4.5,7,71,68,94,international,TRUE
5400,male,group B,some college,standard,TRUE,12.9,5.5,50,70,,public,TRUE
5401,female,group B,high school,standard,TRUE,,7.7,58,54,79,public,TRUE
5402,male,group D,high school,standard,FALSE,3.2,8.2,100,84,62,private,TRUE
5403,male,group B,some college,standard,FALSE,8.4,5.7,67,79,54,public,FALSE
5404,female,group B,bachelor degree,standard,FALSE,8.6,8,67,44,82,public,TRUE
5405,female,group B,high school,standard,TRUE,10.1,8,63,72,80,public,FALSE
5406,female,group D,high school,standard,TRUE,8.5,7.2,68,49,65,public,TRUE
5407,male,group D,master degree,standard,FALSE,9.9,7.9,87,62,62,public,TRUE
5408,male,group D,high school,standard,FALSE,10.2,8,72,51,70,international,TRUE
5409,female,group E,some college,free/reduced,FALSE,8.3,9.9,63,85,,public,TRUE
5410,male,group B,associate degree,free/reduced,TRUE,9.8,6.1,39,92,99,public,TRUE
5411,female,group C,associate degree,standard,FALSE,6.6,5.9,47,,81,public,
5412,female,group D,associate degree,free/reduced,TRUE,,6.9,83,76,89,international,TRUE
5413,female,group C,bachelor degree,free/reduced,FALSE,13.1,6.5,54,78,59,public,FALSE
5414,female,group B,master degree,standard,TRUE,15.8,7,65,62,82,private,TRUE
5415,female,group B,bachelor degree,free/reduced,TRUE,0.1,,82,74,83,public,TRUE
5416,male,group E,associate degree,standard,FALSE,18.5,10,60,56,67,public,TRUE
5417,male,group C,high school,free/reduced,FALSE,4.5,5.3,91,76,42,public,TRUE
5418,male,group D,bachelor degree,standard,FALSE,14.6,9,93,70,71,public,TRUE
5419,female,group C,high school,free/reduced,FALSE,,7.3,87,72,78,private,TRUE
5420,female,group C,some college,standard,TRUE,0,6.5,78,100,,public,TRUE
5421,female,group A,some college,standard,TRUE,,6.5,50,65,44,public,TRUE
5422,male,group C,associate degree,standard,TRUE,15.9,,70,90,93,public,TRUE
5423,male,group D,some college,free/reduced,FALSE,15.3,7.4,66,51,65,public,TRUE
5424,male,group A,associate degree,free/reduced,FALSE,,6.4,76,65,77,public,FALSE
5425,female,group B,high school,standard,TRUE,16.7,6.4,72,85,82,public,TRUE
5426,female,group C,high school,standard,FALSE,8.9,5.7,80,63,79,public,TRUE
5427,female,group D,some college,standard,FALSE,4.2,5.9,78,78,61,private,TRUE
5428,female,group B,master degree,free/reduced,FALSE,5.2,6.6,66,73,71,international,TRUE
5429,male,group A,high school,standard,FALSE,10.3,9.9,75,84,83,public,TRUE
5430,male,group D,associate degree,standard,FALSE,18.7,6.4,66,65,84,public,TRUE
5431,male,group E,bachelor degree,free/reduced,TRUE,3.8,8.4,67,86,95,public,TRUE
5432,female,group B,some college,standard,TRUE,8,6.1,86,68,70,private,TRUE
5433,female,group D,master degree,standard,TRUE,5.5,7.2,90,68,83,public,TRUE
5434,female,group D,master degree,free/reduced,FALSE,5.1,7.3,68,65,52,public,TRUE
5435,female,group C,bachelor degree,standard,TRUE,15.8,4.8,62,,68,public,TRUE
5436,female,group D,high school,standard,FALSE,6.3,6.8,31,80,68,international,FALSE
5437,male,group D,bachelor degree,,TRUE,7.9,9.8,84,61,89,private,TRUE
5438,female,group A,,standard,FALSE,5.9,5.7,77,74,56,public,TRUE
5439,male,group D,bachelor degree,standard,FALSE,7.2,7.7,94,,64,international,TRUE
5440,male,group D,bachelor degree,standard,FALSE,10.8,5.9,68,,27,public,FALSE
5441,female,group E,high school,free/reduced,FALSE,14,9,76,64,91,international,TRUE
5442,male,group D,,standard,FALSE,,6.1,93,65,58,private,FALSE
5443,male,group B,bachelor degree,free/reduced,TRUE,7.6,7.5,36,62,79,private,TRUE
5444,female,group D,high school,standard,TRUE,15.9,7.5,81,55,46,public,TRUE
5445,female,group B,high school,standard,FALSE,12.1,8.1,73,73,74,public,FALSE
5446,female,group B,some college,standard,FALSE,4.5,5.3,62,70,63,international,TRUE
5447,male,group D,some college,standard,FALSE,9.4,6,100,96,,public,TRUE
5448,female,group C,some college,,TRUE,9.7,4.7,95,71,63,public,FALSE
5449,female,group D,some college,standard,TRUE,5.3,8.1,51,92,79,public,FALSE
5450,male,group E,bachelor degree,free/reduced,TRUE,12.4,6.4,72,92,62,public,TRUE
5451,female,group E,master degree,free/reduced,TRUE,6.6,6.1,62,80,66,public,FALSE
5452,female,group C,associate degree,standard,FALSE,,8.6,66,72,55,public,TRUE
5453,male,group D,some college,standard,FALSE,1.2,6.4,62,57,73,public,TRUE
5454,female,group C,some college,free/reduced,TRUE,,5.5,68,63,90,public,TRUE
5455,female,group A,some college,standard,FALSE,16.2,7.8,81,65,82,public,TRUE
5456,male,group E,some college,free/reduced,FALSE,12.2,8.5,72,88,67,public,TRUE
5457,female,group E,bachelor degree,standard,TRUE,11.4,7.4,73,69,80,public,TRUE
5458,male,group A,some college,,TRUE,14.9,4.8,60,63,65,private,TRUE
5459,male,group E,associate degree,standard,FALSE,6.7,8.7,37,57,74,public,TRUE
5460,female,group E,high school,standard,FALSE,4.3,8.6,51,65,72,public,TRUE
5461,male,group C,high school,standard,TRUE,6.4,7.5,53,56,42,private,FALSE
5462,female,group E,high school,free/reduced,FALSE,,4.5,77,62,76,public,TRUE
5463,male,group C,high school,standard,TRUE,10,6.5,42,78,62,public,TRUE
5464,female,group D,some college,standard,FALSE,13,6.6,64,41,71,public,
5465,female,group E,bachelor degree,,TRUE,10.9,6.7,81,100,61,private,TRUE
5466,female,group A,associate degree,standard,FALSE,7.2,8,83,64,84,public,TRUE
5467,female,group C,high school,standard,FALSE,4,9.6,81,60,71,public,TRUE
5468,female,group A,,free/reduced,TRUE,19.7,5.1,71,88,64,public,TRUE
5469,female,group B,associate degree,free/reduced,TRUE,10.4,6.7,31,48,66,public,TRUE
5470,male,group E,some college,standard,TRUE,20.7,8.1,68,85,50,public,TRUE
5471,male,group E,master degree,standard,TRUE,10.5,9.2,63,74,74,public,TRUE
5472,female,group B,,standard,FALSE,9.3,8,79,83,74,public,FALSE
5473,male,group B,high school,standard,FALSE,11.1,3.8,74,,83,private,TRUE
5474,female,group B,some college,standard,TRUE,10.9,7.3,67,83,81,public,FALSE
5475,male,group C,some college,standard,TRUE,12.4,7.5,80,59,85,public,TRUE
5476,male,group B,master degree,free/reduced,TRUE,19,8.4,59,,55,public,FALSE
5477,female,group C,bachelor degree,free/reduced,FALSE,13.2,8.5,70,80,57,public,
5478,female,group D,bachelor degree,standard,TRUE,16.1,8.5,54,74,,public,TRUE
5479,male,group C,high school,standard,TRUE,15.1,7.6,59,76,79,private,TRUE
5480,female,group B,high school,standard,FALSE,,9.5,38,61,88,private,TRUE
5481,male,group C,bachelor degree,free/reduced,FALSE,,8.5,75,75,59,public,TRUE
5482,female,group C,associate degree,standard,TRUE,12.7,6.8,31,75,63,international,TRUE
5483,female,group B,bachelor degree,standard,TRUE,14.4,6.3,53,82,61,public,TRUE
5484,male,group C,bachelor degree,standard,TRUE,14,7,63,86,60,public,TRUE
5485,male,group B,associate degree,standard,TRUE,9.3,,34,58,75,public,TRUE
5486,female,group B,high school,free/reduced,FALSE,5.2,,56,84,95,public,TRUE
5487,female,group B,bachelor degree,standard,FALSE,21.7,8.7,59,82,60,private,TRUE
5488,female,group E,some college,standard,FALSE,5.8,9.8,63,70,90,public,FALSE
5489,female,group E,some college,free/reduced,TRUE,13.2,6.5,82,,74,international,TRUE
5490,male,group C,some college,standard,TRUE,6.9,6.6,68,67,,public,TRUE
5491,female,group E,bachelor degree,standard,TRUE,13.9,4.5,76,62,70,public,TRUE
5492,male,group D,bachelor degree,standard,TRUE,,5.2,86,76,84,public,TRUE
5493,male,group E,associate degree,standard,TRUE,16.8,5.8,52,59,71,public,
5494,female,group C,,standard,FALSE,17.5,7.2,36,46,65,private,TRUE
5495,female,group E,,free/reduced,TRUE,6.1,,87,79,84,public,TRUE
5496,female,group B,some college,free/reduced,FALSE,18.9,5.6,77,,37,public,
5497,female,group A,associate degree,free/reduced,TRUE,9.3,,56,75,71,private,TRUE
5498,male,group A,bachelor degree,standard,TRUE,10.3,7.1,63,75,59,public,TRUE
5499,male,group A,high school,standard,FALSE,6.1,5.8,100,75,,public,TRUE
5500,male,group B,master degree,standard,FALSE,13.2,8.5,62,69,65,public,TRUE
5501,female,group C,associate degree,free/reduced,TRUE,16.3,,90,77,71,public,TRUE
5502,male,group B,some college,free/reduced,TRUE,11.6,6.3,56,62,54,public,TRUE
5503,female,group C,high school,standard,FALSE,,6.5,69,67,81,private,FALSE
5504,male,group B,high school,free/reduced,FALSE,16.5,8.3,68,57,86,public,TRUE
5505,female,group A,master degree,standard,FALSE,7.3,6.8,53,87,75,public,TRUE
5506,male,group A,high school,free/reduced,FALSE,6.7,5,84,61,76,public,TRUE
5507,male,group C,bachelor degree,standard,FALSE,11.8,8.4,62,50,78,public,
5508,female,group C,bachelor degree,free/reduced,FALSE,4.9,6.4,75,91,78,public,TRUE
5509,male,group E,master degree,standard,FALSE,8.3,7.5,75,86,100,public,TRUE
5510,female,group C,,free/reduced,TRUE,17,7.5,52,,73,private,FALSE
5511,female,group A,bachelor degree,free/reduced,FALSE,10.8,7.1,76,89,,public,TRUE
5512,male,group B,high school,standard,FALSE,,8.8,75,79,75,public,TRUE
5513,male,group C,associate degree,standard,FALSE,4.8,6,70,75,45,public,TRUE
5514,female,group B,some college,standard,TRUE,16.7,7.7,78,65,68,public,TRUE
5515,male,group C,some college,standard,FALSE,,7.3,41,77,85,public,TRUE
5516,female,group C,high school,standard,TRUE,14.1,9,81,90,98,public,TRUE
5517,male,group C,associate degree,standard,TRUE,10.7,7.6,71,,70,private,TRUE
5518,female,group A,some college,free/reduced,TRUE,13.3,8.2,80,71,51,public,TRUE
5519,male,group C,bachelor degree,free/reduced,FALSE,2.6,8.6,66,76,54,public,TRUE
5520,male,group B,some college,standard,TRUE,11.4,8.3,91,76,,private,FALSE
5521,female,group D,high school,free/reduced,TRUE,,8.4,88,96,76,private,TRUE
5522,female,group E,high school,standard,FALSE,6.2,7.9,88,71,62,international,TRUE
5523,female,group B,some college,free/reduced,FALSE,10.1,7.7,56,59,83,private,TRUE
5524,female,group C,high school,free/reduced,TRUE,0,,75,88,68,public,FALSE
5525,male,group B,master degree,free/reduced,FALSE,4.5,9,53,52,50,public,TRUE
5526,female,group C,associate degree,free/reduced,FALSE,8.2,9,71,63,65,private,TRUE
5527,female,group C,some college,standard,TRUE,14.4,6.1,33,81,63,public,TRUE
5528,male,group C,some college,standard,FALSE,9.4,6.5,100,75,82,public,TRUE
5529,female,group B,,standard,FALSE,15.2,9.1,74,51,,private,TRUE
5530,female,group E,bachelor degree,standard,FALSE,9.7,,81,85,84,public,TRUE
5531,female,group B,some college,standard,FALSE,8.1,10.7,71,53,32,public,TRUE
5532,male,group C,,standard,FALSE,14,6.3,79,77,71,public,TRUE
5533,male,group B,bachelor degree,standard,FALSE,10.3,8.7,81,69,67,international,TRUE
5534,male,group A,high school,standard,FALSE,8.5,8.1,77,58,100,public,TRUE
5535,female,group E,high school,,TRUE,8.7,10.5,79,74,56,public,TRUE
5536,female,group B,high school,standard,TRUE,12.4,8.6,79,99,77,public,
5537,male,group A,some college,standard,FALSE,13.1,7.6,86,93,69,public,TRUE
5538,female,group D,high school,free/reduced,FALSE,,7,68,44,56,private,TRUE
5539,female,group B,some college,standard,TRUE,,6.6,100,77,39,public,TRUE
5540,male,group D,bachelor degree,standard,FALSE,9.3,7.2,68,87,,public,TRUE
5541,male,group A,some college,standard,FALSE,20.7,6.1,67,79,72,public,TRUE
5542,female,group C,associate degree,standard,FALSE,2.7,6.8,65,57,95,public,TRUE
5543,male,group D,some college,free/reduced,TRUE,8.9,8.7,85,,73,public,TRUE
5544,female,group C,some college,standard,FALSE,18.1,7.4,59,63,77,private,
5545,male,group C,,standard,TRUE,7.6,6.5,76,69,78,public,TRUE
5546,female,group B,some college,free/reduced,TRUE,7.6,7.2,78,59,59,public,TRUE
5547,female,group A,associate degree,standard,TRUE,12,6.2,56,82,88,private,TRUE
5548,female,group E,high school,standard,FALSE,7.9,6.2,80,86,64,public,TRUE
5549,female,group A,master degree,free/reduced,FALSE,2,7.7,61,82,43,public,FALSE
5550,female,group D,some college,free/reduced,FALSE,,6.6,95,58,84,public,TRUE
5551,female,group D,,free/reduced,TRUE,11.5,7.8,57,94,61,public,TRUE
5552,male,group D,,standard,TRUE,5.6,9,78,56,60,public,TRUE
5553,male,group E,some college,standard,TRUE,17.2,5.9,69,63,63,public,TRUE
5554,male,group E,high school,standard,TRUE,7.1,5.2,52,54,64,international,TRUE
5555,female,group C,associate degree,standard,FALSE,4.9,4.9,88,50,57,private,TRUE
5556,male,group C,,standard,TRUE,11.5,8.4,99,76,71,public,TRUE
5557,female,group D,some college,standard,TRUE,10.7,9.1,39,72,77,private,TRUE
5558,male,group C,high school,free/reduced,TRUE,9.9,5.2,82,87,100,private,FALSE
5559,female,group B,high school,standard,TRUE,3.5,8.5,54,77,56,public,TRUE
5560,male,group D,master degree,free/reduced,TRUE,11.4,4.9,65,78,63,private,TRUE
5561,female,group D,high school,standard,FALSE,0,8.4,61,,30,private,TRUE
5562,male,group D,high school,free/reduced,FALSE,14.6,5.5,44,82,74,public,TRUE
5563,male,group B,associate degree,free/reduced,TRUE,1.6,6.8,63,78,92,public,TRUE
5564,male,group D,bachelor degree,standard,TRUE,6.3,,73,49,64,public,TRUE
5565,male,group C,master degree,free/reduced,TRUE,6.7,8.5,57,54,60,private,TRUE
5566,female,group C,master degree,standard,FALSE,10.3,9.1,86,66,60,private,TRUE
5567,male,group C,,standard,FALSE,5,9.7,63,,81,public,TRUE
5568,male,group E,high school,free/reduced,FALSE,9.5,7.5,67,89,,international,TRUE
5569,female,group D,associate degree,free/reduced,TRUE,6,7.5,65,43,,public,FALSE
5570,female,group B,high school,,TRUE,3.8,8.7,91,72,88,private,TRUE
5571,male,group D,high school,standard,FALSE,5.3,6.8,80,39,76,public,TRUE
5572,male,group C,associate degree,standard,TRUE,4.7,9.6,57,60,68,public,TRUE
5573,male,group E,associate degree,free/reduced,FALSE,15.6,8.1,78,76,60,public,FALSE
5574,male,group A,associate degree,standard,TRUE,7.9,6.3,72,73,77,public,TRUE
5575,female,group B,high school,standard,TRUE,3.2,7.4,100,61,84,public,TRUE
5576,female,group D,high school,free/reduced,TRUE,10.4,6.7,42,63,,international,TRUE
5577,female,group D,high school,standard,FALSE,12.9,6.6,80,80,47,private,TRUE
5578,female,group D,high school,standard,TRUE,18.3,6.6,89,39,98,public,TRUE
5579,female,group D,associate degree,standard,FALSE,18.6,5.9,81,72,66,private,TRUE
5580,male,group D,some college,standard,TRUE,5.1,9.5,56,,68,public,FALSE
5581,male,group E,associate degree,free/reduced,FALSE,10.8,8.3,42,82,63,public,TRUE
5582,female,group D,high school,standard,FALSE,15.7,8.3,46,50,64,public,TRUE
5583,female,group A,high school,standard,FALSE,14.2,7.6,98,69,63,public,FALSE
5584,male,group C,bachelor degree,free/reduced,TRUE,15.5,,64,55,49,public,TRUE
5585,female,group E,master degree,free/reduced,FALSE,13.6,6.1,77,67,91,public,TRUE
5586,male,group B,bachelor degree,standard,TRUE,10.4,7.2,54,72,55,public,TRUE
5587,female,group B,,standard,TRUE,13.4,7.5,67,66,90,public,TRUE
5588,female,group B,high school,standard,FALSE,11.8,7.1,71,93,82,international,TRUE
5589,male,group C,bachelor degree,standard,FALSE,11.7,7.9,55,90,70,private,TRUE
5590,female,group A,high school,standard,TRUE,7.8,7.6,62,73,64,private,FALSE
5591,female,group C,associate degree,standard,TRUE,4.2,7.1,84,71,,public,TRUE
5592,male,group E,high school,free/reduced,TRUE,6.7,8.1,65,70,,public,FALSE
5593,female,group A,high school,standard,TRUE,14.6,8.9,65,94,87,international,TRUE
5594,female,group B,bachelor degree,free/reduced,TRUE,8,7.2,77,67,,private,TRUE
5595,female,group D,,standard,FALSE,3.6,6.6,60,72,57,private,TRUE
5596,female,group C,some college,free/reduced,TRUE,2.4,7.4,75,75,82,public,TRUE
5597,female,group C,,standard,FALSE,17.5,5.8,100,70,65,public,TRUE
5598,male,group E,,free/reduced,TRUE,12.6,7.6,66,80,82,private,TRUE
5599,male,group D,high school,standard,FALSE,7.1,7.2,68,94,59,public,TRUE
5600,female,group B,high school,free/reduced,FALSE,,7.9,57,,92,public,
5601,female,group A,bachelor degree,free/reduced,TRUE,,6.8,80,87,,private,
5602,female,group B,associate degree,standard,TRUE,,8,47,,45,public,TRUE
5603,male,group D,bachelor degree,standard,TRUE,7.8,7.8,69,54,51,public,TRUE
5604,male,group D,some college,free/reduced,FALSE,0.6,7.5,94,71,79,public,FALSE
5605,female,group D,bachelor degree,standard,FALSE,,,56,83,67,public,TRUE
5606,male,group B,some college,standard,FALSE,,5.6,100,69,70,international,TRUE
5607,male,group A,master degree,standard,TRUE,12.8,7.1,79,67,50,public,TRUE
5608,male,group E,high school,standard,FALSE,12.9,6.2,71,59,74,public,TRUE
5609,male,group B,,standard,TRUE,,7.2,79,47,66,private,TRUE
5610,female,group A,some college,free/reduced,TRUE,,6,85,49,72,public,TRUE
5611,male,group B,some college,standard,FALSE,5,8.6,82,82,91,private,TRUE
5612,male,group A,associate degree,free/reduced,TRUE,6,6.3,71,80,73,private,TRUE
5613,male,group B,,,FALSE,8.2,5.1,56,68,100,international,
5614,male,group C,,free/reduced,TRUE,13.6,7.5,48,81,71,private,FALSE
5615,female,group B,associate degree,standard,TRUE,9.3,6.6,74,73,74,public,TRUE
5616,female,group E,,free/reduced,FALSE,19.8,7.2,100,,62,public,TRUE
5617,male,group E,some college,free/reduced,FALSE,8.5,7.3,78,80,67,public,TRUE
5618,female,group B,some college,free/reduced,FALSE,3.5,8.6,60,72,71,international,TRUE
5619,female,group C,high school,free/reduced,TRUE,11.6,7,71,,79,public,FALSE
5620,male,group C,some college,standard,TRUE,,6.7,53,66,46,public,TRUE
5621,male,group C,high school,standard,FALSE,14,6.1,86,70,70,international,TRUE
5622,male,group C,some college,standard,TRUE,6,7.5,97,65,63,international,TRUE
5623,female,group E,some college,standard,FALSE,,7.3,73,90,73,public,FALSE
5624,female,group C,some college,standard,TRUE,16.1,8.8,78,54,80,private,TRUE
5625,female,group A,high school,standard,TRUE,10.2,7.5,35,,79,private,TRUE
5626,female,group C,some college,free/reduced,FALSE,1.5,5.2,52,50,63,public,TRUE
5627,female,group A,bachelor degree,standard,FALSE,9.2,7.3,70,70,55,public,TRUE
5628,female,group C,bachelor degree,standard,FALSE,9.7,8,62,57,100,public,TRUE
5629,male,group C,bachelor degree,free/reduced,FALSE,16.6,6.5,88,73,78,public,TRUE
5630,male,group D,,standard,FALSE,3.3,5.6,55,93,67,public,TRUE
5631,male,group D,,standard,FALSE,0.7,7.6,75,69,85,public,FALSE
5632,female,group C,high school,free/reduced,TRUE,13.2,7.3,64,77,76,public,TRUE
5633,male,group B,master degree,standard,TRUE,11.6,8,61,59,67,public,TRUE
5634,female,group C,some college,free/reduced,FALSE,0.9,7,93,68,85,public,TRUE
5635,female,group D,associate degree,free/reduced,FALSE,6,7.4,52,70,88,private,
5636,female,group C,bachelor degree,standard,FALSE,3.4,5.7,57,82,82,international,TRUE
5637,male,group D,bachelor degree,standard,TRUE,13.5,8,75,65,77,public,TRUE
5638,female,group B,high school,standard,TRUE,16.5,5.3,77,,,public,TRUE
5639,male,group E,some college,standard,TRUE,11.5,5.2,74,82,76,public,TRUE
5640,male,group E,high school,free/reduced,FALSE,,6.1,94,60,44,public,TRUE
5641,male,group D,,free/reduced,TRUE,12.1,5.6,62,58,57,private,TRUE
